"year","price","transmission","mileage","tax","mpg","engineSize"
"2018","18798","Automatic","12697","145","68.9","1.5"
"2019","18748","Automatic","14587","145","68.9","1.5"
"2019","18748","Automatic","12032","145","68.9","1.5"
"2019","18748","Automatic","11426","145","68.9","1.5"
"2020","61995","Automatic","20","145","33.6","4.0"
"2020","43495","Automatic","20","145","31.7","2.0"
"2019","55298","Automatic","1284","145","52.3","2.9"
"2019","36998","Automatic","1894","145","44.8","2.0"
"2019","47298","Automatic","2894","145","38.2","2.9"
"2014","10759","Automatic","33403","20","70.6","1.5"
"2016","15679","Automatic","60619","0","134.5","2.0"
"2017","14999","Automatic","40272","145","65.7","2.1"
"2015","13495","Manual","51208","30","64.2","2.1"
"2016","19599","Automatic","33197","125","58.9","2.1"
"2016","13799","Manual","52173","20","67.3","2.1"
"2017","18999","Automatic","35673","145","67.3","2.1"
"2012","7699","Automatic","80299","145","56.5","2.1"
"2015","17500","Automatic","38131","30","62.8","2.1"
"2020","42995","Automatic","20","145","43.5","2.0"
"2019","18748","Automatic","14153","145","68.9","1.5"
"2015","17248","Automatic","39692","145","53.3","3.0"
"2018","28298","Automatic","13500","145","65.7","2.1"
"2017","18248","Manual","14439","20","68.9","1.5"
"2020","42798","Automatic","20","145","57.7","2.0"
"2020","33298","Automatic","20","145","55.4","2.0"
"2020","37298","Automatic","20","145","44.8","2.0"
"2019","19248","Automatic","9837","145","65.7","1.5"
"2016","13600","Automatic","71077","20","64.2","2.1"
"2014","14999","Automatic","54533","145","44.1","2.0"
"2016","18499","Automatic","35446","20","67.3","2.1"
"2017","20599","Automatic","17324","145","58.9","2.1"
"2017","16799","Automatic","20850","30","65.7","1.6"
"2017","15999","Automatic","7493","145","74.3","1.5"
"2014","10999","Automatic","29236","30","64.2","1.5"
"2012","9400","Automatic","50848","200","40.4","1.8"
"2016","17820","Automatic","24514","30","65.7","2.0"
"2019","18498","Automatic","12432","145","68.9","1.5"
"2019","18748","Automatic","14687","145","68.9","1.5"
"2016","20100","Automatic","16662","0","134.5","2.0"
"2016","19500","Semi-Auto","23703","20","67.3","2.1"
"2016","15750","Manual","46100","125","51.4","1.6"
"2014","14199","Automatic","24941","20","64.2","2.1"
"2019","18748","Automatic","11363","145","68.9","1.5"
"2020","26998","Automatic","20","145","65.7","1.5"
"2020","49298","Automatic","20","145","32.8","2.0"
"2020","30298","Automatic","20","145","44.1","1.3"
"2020","27798","Automatic","245","145","55.4","2.0"
"2020","41298","Automatic","20","145","45.6","2.0"
"2015","14298","Manual","36643","125","53.3","2.0"
"2017","25248","Automatic","24003","200","40.9","2.0"
"2017","16700","Manual","29159","145","67.3","2.1"
"2015","13400","Manual","39578","30","62.8","2.1"
"2017","18000","Semi-Auto","35000","125","53.3","1.6"
"2015","10700","Automatic","62439","150","53.3","2.1"
"2016","15200","Semi-Auto","51970","20","68.9","2.1"
"2017","13400","Semi-Auto","52342","20","70.6","2.1"
"2016","15400","Semi-Auto","36999","20","68.9","2.1"
"2017","13700","Manual","21643","150","72.4","1.5"
"2017","17200","Manual","26732","150","65.7","2.1"
"2018","28800","Automatic","35000","150","47.9","2.1"
"2017","15200","Semi-Auto","43741","20","68.9","2.1"
"2014","9900","Automatic","46210","30","64.2","1.5"
"2017","17000","Semi-Auto","52000","150","53.3","1.6"
"2016","17600","Semi-Auto","35000","125","53.3","1.6"
"2017","16300","Semi-Auto","13489","145","74.3","1.5"
"2017","17400","Manual","38080","145","47.1","1.6"
"2017","15600","Manual","24476","30","62.8","2.1"
"2017","17700","Manual","35840","20","67.3","2.1"
"2016","16900","Automatic","28575","125","58.9","2.1"
"2016","14600","Manual","36357","20","67.3","2.1"
"2016","19200","Automatic","33000","145","56.5","2.1"
"2016","17600","Automatic","19581","125","51.4","2.0"
"2014","12900","Automatic","46545","125","58.9","2.1"
"2014","10300","Manual","48167","145","49.6","1.6"
"2016","18200","Semi-Auto","27516","125","56.6","2.1"
"2016","18100","Automatic","45485","125","56.6","2.1"
"2016","16500","Semi-Auto","56215","20","67.3","2.1"
"2016","17000","Manual","28142","200","41.5","2.0"
"2017","15850","Manual","19275","145","62.8","2.1"
"2017","14700","Semi-Auto","56387","20","68.9","2.1"
"2017","14000","Manual","74245","30","65.7","2.1"
"2017","16300","Manual","32681","150","67.3","2.1"
"2015","16000","Automatic","18263","125","52.3","2.0"
"2016","12400","Semi-Auto","54697","20","74.3","1.5"
"2016","13200","Manual","61000","20","68.9","1.5"
"2016","18600","Automatic","24836","30","64.2","1.6"
"2016","16500","Automatic","26955","30","70.6","0.0"
"2016","18000","Automatic","40267","0","134.5","2.0"
"2016","15700","Manual","23924","30","62.8","2.1"
"2017","14000","Manual","26993","150","65.7","2.1"
"2017","16000","Manual","18247","150","51.4","1.6"
"2013","9000","Manual","48462","125","61.4","1.8"
"2014","13500","Automatic","38313","30","64.2","1.8"
"2014","12500","Automatic","50364","150","53.3","2.1"
"2016","17900","Automatic","25522","125","51.4","2.0"
"2013","11800","Automatic","60032","30","64.2","2.1"
"2016","14700","Manual","28732","20","68.9","1.5"
"2016","12300","Automatic","39838","20","68.9","1.5"
"2017","19200","Automatic","55910","145","67.3","2.0"
"2013","10800","Manual","59135","125","61.4","1.8"
"2017","16200","Manual","20000","145","48.7","1.6"
"2017","18000","Semi-Auto","41269","125","56.5","2.1"
"2017","17100","Automatic","16365","125","53.3","1.6"
"2018","18800","Automatic","31378","150","64.2","2.1"
"2014","15000","Automatic","47709","125","57.7","2.1"
"2015","12900","Semi-Auto","22369","20","68.9","1.5"
"2017","15200","Manual","22289","125","51.4","1.6"
"2015","16700","Automatic","35125","30","64.2","2.1"
"2017","15700","Semi-Auto","16856","20","68.9","2.1"
"2015","12900","Automatic","26501","160","44.8","1.6"
"2013","9700","Automatic","57801","145","53.3","2.1"
"2016","16200","Manual","23216","20","68.9","1.6"
"2017","25400","Automatic","28838","145","56.5","2.1"
"2015","17000","Automatic","28952","125","55.4","2.1"
"2016","16000","Manual","19596","20","68.9","1.5"
"2016","19100","Automatic","27208","20","67.3","2.1"
"2017","15700","Automatic","19286","145","74.3","1.5"
"2016","16800","Automatic","30876","20","68.9","2.1"
"2016","20800","Automatic","22878","200","42.8","2.0"
"2015","18700","Automatic","39004","30","64.2","2.1"
"2017","13500","Manual","29836","20","68.9","1.5"
"2018","17500","Automatic","19796","145","74.3","0.0"
"2017","18300","Semi-Auto","31800","20","67.3","2.1"
"2016","14000","Automatic","44263","20","65.7","2.1"
"2018","20000","Automatic","11922","145","53.3","1.3"
"2018","19000","Automatic","7171","145","51.4","1.6"
"2016","19000","Automatic","32743","0","134.5","2.0"
"2016","20100","Automatic","16249","20","67.3","2.1"
"2015","14500","Automatic","32712","20","65.7","2.1"
"2017","20300","Automatic","23179","145","61.4","2.0"
"2014","16300","Automatic","30819","125","52.3","2.0"
"2015","14000","Automatic","26956","20","68.9","2.1"
"2016","19100","Automatic","49335","20","67.3","2.1"
"2015","15700","Automatic","36078","30","61.4","2.1"
"2016","18700","Automatic","34091","20","67.3","2.1"
"2016","16000","Manual","50834","20","64.2","2.1"
"2015","10900","Manual","47290","20","70.6","1.5"
"2017","16750","Manual","31913","145","68.9","1.5"
"2018","19900","Automatic","20000","145","48.7","2.0"
"2016","20200","Automatic","16957","160","44.8","2.0"
"2016","12500","Automatic","38536","20","68.9","1.5"
"2015","14200","Semi-Auto","23915","20","68.9","2.1"
"2016","20800","Automatic","40000","30","65.7","2.0"
"2017","21400","Automatic","54500","30","65.7","2.1"
"2016","14400","Manual","59865","30","64.2","2.1"
"2017","18500","Automatic","36831","145","61.4","2.1"
"2019","22600","Automatic","19193","145","37.2","1.6"
"2015","19100","Automatic","12586","0","134.5","2.0"
"2016","18300","Automatic","26239","20","64.2","2.1"
"2016","20500","Automatic","15042","200","42.8","2.0"
"2017","16000","Manual","34635","30","64.2","0.0"
"2013","12000","Automatic","37236","160","44.8","1.6"
"2017","13800","Manual","32374","30","65.7","2.1"
"2015","12200","Manual","34320","20","70.6","1.5"
"2016","12900","Manual","60404","30","62.8","2.1"
"2015","8800","Manual","43543","0","78.5","1.5"
"2017","19600","Manual","39480","30","65.7","2.1"
"2018","20700","Semi-Auto","21000","145","58.9","2.1"
"2014","10500","Manual","45000","20","72.4","1.5"
"2017","16000","Automatic","10445","145","68.9","1.5"
"2013","11000","Automatic","65792","30","58.9","2.1"
"2016","18000","Semi-Auto","36890","20","67.3","2.1"
"2014","12000","Manual","43937","20","70.6","1.5"
"2017","16500","Manual","44708","150","67.3","2.1"
"2017","38191","Automatic","19157","145","32.8","3.0"
"2017","17999","Manual","31555","20","67.3","2.1"
"2016","19300","Automatic","18903","30","64.2","2.1"
"2016","15100","Automatic","40297","115","58.9","2.1"
"2017","15000","Manual","30528","125","53.3","2.0"
"2015","16600","Automatic","19380","20","67.3","2.1"
"2015","18700","Automatic","38167","20","62.8","2.1"
"2016","18300","Automatic","42550","20","67.3","2.1"
"2015","19600","Automatic","34414","200","42.8","2.0"
"2017","19000","Automatic","31176","0","134.5","2.0"
"2015","15700","Automatic","34075","125","58.9","2.1"
"2016","18300","Automatic","34295","0","134.5","2.0"
"2017","28800","Automatic","14566","145","40.4","2.0"
"2017","28900","Automatic","21000","150","47.9","3.0"
"2019","23400","Automatic","2687","150","48.7","1.6"
"2019","30900","Automatic","2776","150","42.2","2.0"
"2019","48900","Automatic","10163","150","35.8","2.0"
"2017","28900","Automatic","6587","150","56.5","2.1"
"2017","24900","Automatic","28500","150","70.6","2.0"
"2017","17400","Automatic","41677","30","64.2","2.1"
"2017","19700","Manual","49365","30","65.7","2.1"
"2015","14800","Automatic","70832","30","64.2","2.1"
"2019","54900","Automatic","5000","150","29.5","3.0"
"2019","23400","Automatic","8000","145","44.1","1.5"
"2019","28900","Automatic","6000","145","42.8","2.0"
"2017","17400","Manual","18200","145","49.6","1.6"
"2017","24900","Automatic","17736","145","58.9","2.0"
"2015","19400","Automatic","34000","160","51.4","3.0"
"2018","46900","Automatic","1977","145","31.7","4.0"
"2017","21400","Automatic","26000","145","61.4","2.1"
"2019","23200","Automatic","7000","145","42.2","1.6"
"2017","25900","Automatic","25517","145","40.9","2.0"
"2019","35400","Automatic","6000","145","44.8","2.0"
"2019","24400","Automatic","6000","145","47.9","1.3"
"2019","29900","Automatic","1000","145","64.2","2.0"
"2019","43600","Automatic","5100","145","32.5","3.0"
"2019","24400","Automatic","6000","145","60.1","1.6"
"2013","11900","Automatic","69300","150","54.3","2.1"
"2017","31400","Automatic","12609","150","40.9","2.0"
"2017","19700","Manual","28380","150","48.7","1.6"
"2019","39900","Automatic","2502","150","32.1","2.0"
"2019","34400","Automatic","10434","150","48.7","2.9"
"2017","26800","Automatic","50964","150","47.9","2.1"
"2019","40900","Automatic","15251","150","52.3","2.9"
"2017","25900","Automatic","15808","30","65.7","2.1"
"2018","39900","Automatic","12975","145","36.7","3.0"
"2019","23200","Automatic","2953","150","56.5","2.1"
"2018","17800","Automatic","13717","145","68.9","1.5"
"2018","37300","Automatic","5597","145","39.2","3.0"
"2015","48400","Automatic","13212","570","23.7","5.5"
"2016","15400","Automatic","41899","20","64.2","2.1"
"2017","17200","Automatic","23593","145","53.3","1.6"
"2019","44400","Automatic","12257","145","31.7","3.0"
"2017","17200","Manual","25162","145","47.1","1.6"
"2018","90900","Automatic","9141","145","24.8","4.0"
"2019","33400","Automatic","11704","145","48.7","2.9"
"2019","18300","Automatic","13877","145","68.9","1.5"
"2017","14700","Automatic","20831","145","74.3","1.5"
"2019","25900","Automatic","13682","145","54.3","2.0"
"2019","26900","Automatic","9373","145","53.3","2.0"
"2019","37900","Automatic","10190","145","45.6","2.9"
"2017","21900","Automatic","32977","145","51.4","3.0"
"2017","18000","Automatic","33282","145","68.9","0.0"
"2015","18500","Automatic","30891","30","64.2","2.1"
"2019","18900","Automatic","8170","145","65.7","1.5"
"2017","38800","Automatic","18066","145","52.3","2.9"
"2016","18600","Automatic","29173","30","64.2","2.1"
"2017","30400","Automatic","30136","145","45.6","3.0"
"2019","18800","Automatic","9725","145","65.7","1.5"
"2019","18900","Automatic","9533","145","65.7","1.5"
"2019","18800","Automatic","8478","145","65.7","1.5"
"2019","18900","Automatic","9906","145","65.7","1.5"
"2019","19200","Automatic","7325","145","65.7","1.5"
"2015","14000","Automatic","27938","20","68.9","2.1"
"2015","13300","Automatic","40599","20","68.9","2.1"
"2016","15000","Manual","29774","20","67.3","2.1"
"2016","18200","Automatic","23746","125","56.5","2.1"
"2015","18000","Automatic","35229","145","49.6","2.0"
"2016","20000","Automatic","23676","0","134.5","2.0"
"2016","19500","Automatic","25922","125","56.5","2.1"
"2017","20900","Automatic","26560","145","47.9","2.0"
"2015","15900","Automatic","50147","145","55.4","2.1"
"2016","18400","Automatic","49000","200","43.5","2.0"
"2013","12400","Automatic","51423","145","55.0","2.1"
"2017","19900","Automatic","40000","145","64.2","2.1"
"2017","16900","Automatic","19817","145","51.4","1.6"
"2018","17600","Automatic","8500","145","68.9","2.1"
"2019","21400","Automatic","6000","145","44.1","1.5"
"2019","24400","Automatic","10000","145","44.1","1.5"
"2019","45900","Automatic","20186","145","36.7","3.0"
"2019","18200","Automatic","12473","145","68.9","1.5"
"2017","20200","Automatic","16087","135","76.4","2.1"
"2015","12795","Automatic","101480","30","61.4","2.1"
"2020","43900","Automatic","6000","145","35.3","2.0"
"2018","21000","Automatic","29679","145","72.4","2.0"
"2017","15980","Automatic","11100","145","53.3","1.6"
"2016","16500","Manual","32315","30","62.8","2.1"
"2016","13295","Automatic","90980","0","134.5","2.0"
"2015","10500","Manual","70610","20","72.4","1.5"
"2016","12000","Automatic","117660","125","61.4","2.1"
"2013","7395","Manual","70230","30","64.2","1.8"
"2016","14500","Automatic","70480","30","64.2","2.1"
"2015","11500","Automatic","67060","20","68.9","2.1"
"2014","12000","Automatic","68420","20","64.2","2.1"
"2014","12500","Automatic","42510","145","58.9","2.1"
"2014","8795","Manual","114310","125","62.8","1.8"
"2017","28985","Automatic","17224","150","36.2","3.0"
"2015","14995","Automatic","36860","145","56.5","2.1"
"2013","12995","Automatic","43150","200","43.5","1.8"
"2017","24495","Automatic","14200","150","58.9","2.1"
"2003","12995","Automatic","47450","325","22.2","5.0"
"2012","12995","Automatic","43890","205","43.5","1.8"
"2016","18500","Automatic","30106","125","58.9","2.1"
"2018","20250","Automatic","24147","145","72.4","2.0"
"2019","24700","Manual","6000","145","47.1","1.3"
"2018","25748","Automatic","11626","145","67.3","2.1"
"2018","17900","Automatic","10610","145","68.9","1.5"
"2018","21400","Automatic","14435","145","47.9","2.0"
"2020","44900","Automatic","6000","145","57.7","2.0"
"2020","33900","Automatic","6000","145","47.1","1.5"
"2020","42900","Automatic","6000","145","57.7","2.0"
"2020","28680","Automatic","6000","145","44.8","1.6"
"2020","41900","Automatic","6000","145","55.4","2.0"
"2017","11499","Manual","57424","20","72.4","1.5"
"2013","10499","Automatic","44626","145","55.4","2.1"
"2016","19795","Automatic","83280","125","56.5","2.1"
"2016","20000","Automatic","21425","30","64.2","2.1"
"2016","19000","Automatic","27574","30","64.2","2.1"
"2017","16500","Manual","18969","145","51.4","1.6"
"2017","18700","Automatic","26878","145","64.2","2.1"
"2016","15800","Manual","19829","20","68.9","1.5"
"2017","17000","Manual","10634","150","49.6","1.6"
"2017","16800","Manual","27459","125","51.4","1.6"
"2017","13500","Manual","24276","30","65.7","2.1"
"2015","18000","Automatic","36833","125","56.5","2.1"
"2016","16000","Automatic","67490","0","134.5","2.0"
"2016","17900","Automatic","31000","145","49.6","2.0"
"2017","16000","Automatic","72400","145","60.1","2.1"
"2016","13500","Automatic","93620","30","62.8","2.1"
"2013","12795","Automatic","59210","200","46.3","3.0"
"2014","19985","Automatic","33620","205","40.9","2.0"
"2010","5975","Automatic","44662","300","35.8","1.6"
"2018","25500","Automatic","11534","145","61.4","2.0"
"2010","9000","Automatic","92000","555","32.5","3.0"
"2007","4395","Automatic","90000","300","27.7","3.0"
"2012","7995","Manual","65050","125","61.4","1.8"
"2018","27991","Automatic","10327","145","40.4","2.0"
"2013","8985","Automatic","61638","150","57.6","2.1"
"2015","10990","Automatic","39655","20","67.3","1.5"
"2016","11994","Manual","40826","20","72.4","1.5"
"2019","21380","Automatic","9374","150","37.2","1.6"
"2020","24899","Automatic","4345","150","45.6","1.3"
"2018","19249","Automatic","10849","150","58.9","2.1"
"2018","15899","Automatic","31130","150","53.3","1.3"
"2014","16994","Automatic","16500","145","56.5","2.1"
"2015","17299","Automatic","29520","125","55.4","2.1"
"2018","17699","Automatic","9488","145","49.6","1.6"
"2016","13299","Manual","21052","20","72.4","1.5"
"2015","16499","Automatic","40366","200","42.8","2.0"
"2016","15999","Automatic","55316","20","67.3","2.1"
"2015","15599","Automatic","54965","125","55.4","2.1"
"2016","12149","Manual","60687","30","65.7","2.1"
"2016","14999","Manual","23974","20","68.9","1.5"
"2017","13499","Manual","27937","145","80.7","1.5"
"2015","14999","Manual","29053","20","64.2","2.1"
"2015","13799","Manual","69261","20","68.9","2.1"
"2014","12999","Automatic","50219","125","58.9","2.1"
"2018","16999","Automatic","21033","145","65.7","1.5"
"2015","16499","Automatic","53789","125","56.5","2.1"
"2015","17699","Automatic","56546","0","74.3","2.1"
"2016","16299","Manual","20738","20","68.9","1.5"
"2018","19999","Automatic","9705","145","64.2","2.1"
"2015","14695","Automatic","53279","20","64.2","2.1"
"2016","15999","Automatic","16900","20","68.9","2.1"
"2016","16799","Automatic","38785","30","64.2","2.1"
"2019","29990","Automatic","9000","145","38.7","2.0"
"2013","10299","Automatic","57551","145","50.4","1.6"
"2016","12999","Manual","35642","20","72.4","1.5"
"2014","14499","Manual","23888","30","62.8","2.1"
"2015","12999","Manual","25301","20","72.4","1.5"
"2016","14999","Automatic","40814","30","65.7","1.6"
"2015","13699","Automatic","41000","20","65.7","2.1"
"2015","14899","Automatic","73127","30","64.2","2.1"
"2018","19699","Automatic","23842","145","61.4","2.1"
"2016","13999","Manual","12602","20","72.4","1.5"
"2017","15999","Manual","8213","145","68.9","1.5"
"2015","24499","Automatic","24632","200","40.9","2.0"
"2015","17999","Automatic","24314","125","56.6","2.1"
"2017","13499","Manual","22298","145","72.4","1.5"
"2013","11499","Automatic","40490","145","53.3","2.1"
"2016","15299","Automatic","28963","20","74.3","1.5"
"2016","13299","Automatic","28315","20","74.3","1.5"
"2017","13299","Manual","49309","145","68.9","1.5"
"2015","15499","Manual","36103","20","68.9","2.1"
"2018","20999","Automatic","17697","145","72.4","2.0"
"2018","16798","Automatic","17553","145","68.9","2.1"
"2017","14827","Manual","17197","145","72.4","1.5"
"2015","16699","Automatic","40786","30","64.2","1.6"
"2015","14313","Automatic","50211","20","64.2","2.1"
"2014","13299","Manual","47027","30","64.2","1.8"
"2013","9259","Manual","74149","20","72.4","1.5"
"2015","12995","Automatic","23200","20","68.9","2.1"
"2018","18990","Manual","38000","145","46.3","2.1"
"2014","13550","Automatic","44142","30","62.8","2.1"
"2016","19999","Automatic","23905","30","64.2","2.1"
"2012","10999","Automatic","41239","160","44.8","1.6"
"2017","15652","Automatic","20418","20","65.7","2.1"
"2018","17209","Automatic","21015","145","65.7","1.5"
"2016","11724","Manual","54585","0","80.7","1.5"
"2015","16999","Automatic","38934","20","67.3","2.1"
"2017","15799","Manual","17284","145","68.9","1.5"
"2016","16699","Automatic","26544","20","64.2","2.1"
"2017","19347","Automatic","21032","135","134.5","2.0"
"2015","10354","Manual","78058","30","65.7","2.1"
"2016","17590","Manual","18120","20","67.3","2.1"
"2015","13480","Automatic","32971","20","68.9","2.1"
"2012","8450","Automatic","86663","160","44.8","1.6"
"2016","17999","Automatic","42271","30","61.4","2.1"
"2018","17999","Manual","24600","145","48.7","1.6"
"2018","19399","Manual","15202","145","48.7","1.6"
"2014","16699","Automatic","39807","30","61.4","2.1"
"2016","13776","Manual","32412","20","68.9","1.5"
"2018","15999","Automatic","16028","145","68.9","1.5"
"2015","13599","Automatic","35977","125","53.3","2.0"
"2016","18999","Automatic","15396","20","72.4","2.0"
"2015","12499","Automatic","67795","30","64.2","2.1"
"2015","10999","Manual","45416","125","51.4","1.6"
"2017","20999","Automatic","25454","145","61.4","2.0"
"2014","13799","Automatic","62588","30","62.8","2.1"
"2015","15999","Automatic","40319","125","56.6","2.1"
"2012","9799","Automatic","55685","145","54.3","2.1"
"2016","12999","Manual","24764","20","72.4","1.5"
"2018","18249","Automatic","18618","145","65.7","1.5"
"2014","11999","Automatic","60514","145","52.3","2.1"
"2016","15150","Manual","48418","30","62.8","2.1"
"2014","10933","Manual","70865","125","61.4","1.8"
"2017","13999","Manual","19622","145","65.7","2.1"
"2011","8894","Automatic","61242","200","41.5","1.8"
"2016","15750","Automatic","54761","125","56.6","2.1"
"2016","15999","Automatic","37371","125","61.4","2.1"
"2018","18599","Automatic","32854","145","61.4","2.1"
"2017","16499","Manual","21985","20","70.6","1.6"
"2016","18108","Automatic","41864","30","61.4","2.1"
"2018","27499","Automatic","24632","145","56.5","2.1"
"2016","16562","Automatic","49126","0","134.5","2.0"
"2015","13799","Automatic","67917","20","68.9","2.1"
"2016","13550","Manual","18304","20","72.4","1.5"
"2011","9250","Automatic","76508","200","45.6","2.1"
"2012","9850","Automatic","51737","200","40.4","1.8"
"2018","19499","Automatic","4350","145","68.9","2.1"
"2016","15499","Automatic","38748","30","64.2","2.1"
"2018","17851","Automatic","13079","145","65.7","1.5"
"2018","19250","Automatic","12038","145","67.3","1.5"
"2016","16822","Automatic","42402","0","134.5","2.0"
"2018","18816","Automatic","7855","145","28.5","1.3"
"2018","18999","Automatic","6941","145","28.5","1.3"
"2014","11599","Manual","52598","20","70.6","1.5"
"2018","18950","Automatic","9717","145","28.5","1.3"
"2016","15905","Automatic","42886","20","68.9","2.1"
"2016","13391","Manual","58858","30","65.7","1.6"
"2016","14999","Automatic","41358","20","65.7","2.1"
"2017","14799","Automatic","30431","20","68.9","2.1"
"2016","18295","Automatic","17909","145","50.4","1.6"
"2014","11899","Manual","61491","30","62.8","2.1"
"2015","12999","Automatic","25996","145","70.6","2.1"
"2017","22150","Automatic","27425","145","61.4","2.0"
"2015","13999","Automatic","64539","20","67.3","2.1"
"2016","16969","Automatic","49679","20","67.3","2.1"
"2016","17069","Automatic","35025","125","56.5","2.1"
"2016","18499","Automatic","23953","30","64.2","2.1"
"2016","17999","Automatic","32475","30","64.2","2.1"
"2016","14999","Automatic","15541","20","68.9","1.5"
"2018","17999","Automatic","8078","145","65.7","1.5"
"2018","21499","Automatic","20420","145","72.4","2.0"
"2014","15700","Automatic","33865","125","60.1","2.1"
"2017","20499","Automatic","12040","135","134.5","2.0"
"2017","18399","Automatic","22167","135","134.5","2.0"
"2016","16999","Automatic","39542","30","64.2","2.1"
"2016","18699","Automatic","13118","125","58.9","2.1"
"2018","19530","Automatic","7439","145","65.7","1.5"
"2016","14899","Automatic","42717","125","58.9","2.1"
"2014","10999","Automatic","54097","145","56.5","2.1"
"2016","14999","Manual","15700","125","51.4","1.6"
"2016","14999","Automatic","48430","20","67.3","2.1"
"2015","18999","Automatic","9793","30","64.2","1.6"
"2013","10199","Manual","39750","20","72.4","1.5"
"2014","20499","Automatic","37986","300","39.2","3.0"
"2015","14999","Automatic","34278","30","62.8","2.1"
"2013","9499","Manual","25221","30","61.4","1.5"
"2015","15197","Manual","51558","20","67.3","2.1"
"2017","15285","Automatic","14156","145","74.3","2.1"
"2018","16450","Manual","10148","145","68.9","1.5"
"2014","14999","Automatic","23685","145","47.9","2.0"
"2014","10822","Automatic","70824","145","56.5","2.1"
"2015","17375","Automatic","39518","125","56.5","2.1"
"2017","19999","Automatic","35852","145","72.4","2.0"
"2016","17999","Automatic","11653","20","67.3","2.1"
"2017","15700","Automatic","24460","20","74.3","1.5"
"2017","22499","Automatic","29631","145","57.7","2.0"
"2012","10899","Automatic","49029","145","53.3","2.1"
"2014","14786","Automatic","41701","20","64.2","2.1"
"2016","19599","Automatic","29570","30","65.7","2.0"
"2016","16499","Manual","14253","30","62.8","2.1"
"2015","15999","Automatic","39775","125","55.4","2.1"
"2017","15648","Manual","23032","145","62.8","2.1"
"2018","17699","Automatic","13267","145","65.7","1.5"
"2018","20250","Automatic","3545","145","68.9","2.1"
"2018","17550","Automatic","9520","145","52.3","1.6"
"2015","15799","Automatic","53845","125","56.5","2.1"
"2015","18999","Automatic","22499","30","64.2","2.1"
"2015","19991","Automatic","77719","160","51.4","3.0"
"2016","27991","Automatic","25022","260","42.8","3.0"
"2014","25991","Automatic","31385","200","48.7","3.0"
"2018","21991","Automatic","12767","150","61.4","2.1"
"2018","27991","Automatic","17060","150","56.5","2.1"
"2018","16800","Automatic","30726","145","64.2","2.1"
"2014","12450","Automatic","78185","125","57.7","2.1"
"2013","10000","Automatic","80442","125","58.9","2.1"
"2014","8499","Manual","77859","30","64.2","2.1"
"2014","14999","Automatic","42719","145","55.4","2.1"
"2013","9980","Semi-Auto","49059","30","65.7","1.8"
"2015","12980","Semi-Auto","85000","30","62.8","2.1"
"2015","10000","Manual","38500","30","65.7","2.1"
"2011","5499","Automatic","52235","205","41.5","1.5"
"2015","15499","Semi-Auto","19812","125","51.4","1.6"
"2016","16499","Semi-Auto","17634","20","68.9","2.1"
"2018","18399","Automatic","7168","145","65.7","1.5"
"2018","18750","Automatic","10020","145","28.5","1.3"
"2018","27597","Automatic","13820","145","56.5","2.1"
"2017","15899","Manual","42830","145","67.3","2.1"
"2016","25999","Automatic","19859","125","56.5","2.1"
"2016","14646","Manual","14307","20","68.9","1.5"
"2015","14099","Automatic","33730","20","68.9","2.1"
"2014","10171","Manual","80870","20","70.6","1.5"
"2016","14806","Manual","30859","20","68.9","1.5"
"2014","15034","Automatic","69080","30","62.8","2.1"
"2006","3690","Automatic","101000","265","41.5","2.2"
"2016","16991","Semi-Auto","46713","125","56.5","2.1"
"2015","15691","Automatic","29701","125","57.7","2.1"
"2015","14491","Automatic","70980","125","56.5","2.1"
"2016","15991","Semi-Auto","47914","20","64.2","2.1"
"2014","24491","Automatic","18273","200","48.7","3.0"
"2016","36991","Automatic","9105","235","36.7","3.0"
"2016","32991","Automatic","16608","235","36.7","3.0"
"2019","28991","Automatic","12583","145","54.3","2.0"
"2013","14750","Automatic","48614","200","45.6","3.0"
"2016","10799","Manual","81475","20","72.4","1.5"
"2015","14850","Automatic","34000","145","54.3","2.1"
"2017","25995","Automatic","65891","265","35.3","3.0"
"2017","18500","Automatic","20571","145","52.3","1.6"
"2013","5950","Automatic","146438","205","41.5","1.8"
"2018","20850","Automatic","20000","150","56.5","2.1"
"2015","22250","Automatic","76000","200","48.7","3.0"
"2009","4950","Automatic","99844","305","27.7","3.0"
"2013","15275","Automatic","23369","30","62.8","2.1"
"2017","21491","Automatic","21980","145","58.9","2.1"
"2016","14000","Automatic","83990","0","76.4","2.1"
"2014","11795","Manual","92840","20","68.9","2.1"
"2016","14000","Automatic","67640","125","58.9","2.1"
"2016","12500","Manual","24810","0","80.7","1.5"
"2013","11295","Automatic","81200","125","57.7","2.1"
"2014","10500","Automatic","115680","20","64.2","2.1"
"2015","11295","Manual","114970","20","68.9","2.1"
"2016","14000","Automatic","81960","0","134.5","2.0"
"2013","12295","Automatic","56030","145","55.0","2.1"
"2015","11500","Manual","80140","30","62.8","2.1"
"2015","13000","Automatic","78070","20","64.2","2.1"
"2015","14295","Manual","59280","20","62.8","2.1"
"2015","10795","Manual","73770","20","68.9","2.1"
"2015","12795","Automatic","42420","20","65.7","1.5"
"2014","7295","Automatic","152280","30","58.9","2.1"
"2017","14500","Automatic","49650","150","74.3","1.5"
"2017","16750","Automatic","33000","20","64.2","2.1"
"2017","15450","Manual","20500","150","51.4","1.6"
"2015","10000","Automatic","125160","125","57.7","2.1"
